"Model","WT500 (760203)"
"Comment",""
"Version","1.31"
"Date","2026/03/18"
"Time","12:01:27"

"<Settings>"
"Wiring","NONE"
"Element","Element1","Element2","Element3"
"Module","1kV40A","1kV40A","1kV40A"
"Wiring","1P2W","1P2W","1P2W"
"Voltage Range","300V","60V","15V"
"Terminal","Direct","Direct","Direct"
"Current Range","     10A","     10A","     10A"
"Sensor Ratio","10.0000","10.0000","10.0000"
"Line Filter","Off","Off","Off"
"Frequency Filter","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000"
"Sync Source","U1","U1","U1"
"Average","Off"
"F1","Off"
"F2","Off"
"F3","Off"
"F4","Off"
"F5","Off"
"F6","Off"
"F7","Off"
"F8","Off"
"S,Q Formula","Type 1"
"Phase Angle","180 degree"
"Max Hold","Off"
"Null","Off"
"Measurement Mode","Normal Mode"
"Update Rate","100ms"
"Crest Factor","3"
"Delta Measure Mode","RMS"

"<Settings (Harmonics)>"
"PLL Source","U3"
"Order","1 To 50"
"THD Formula","Total"

"Store No.","Date","Time","Urms-E1","Umn-E1","Urmn-E1","Udc-E1","Uac-E1","Irms-E1","Imn-E1","Irmn-E1","Idc-E1","Iac-E1","P-E1","S-E1","Q-E1","PF-E1","DEG-E1","FU-E1","FI-E1","U+pk-E1","U-pk-E1","I+pk-E1","I-pk-E1","CfU-E1","CfI-E1","Time-E1","Wp-E1","Wp+-E1","Wp--E1","q-E1","q+-E1","q--E1","WS-E1","WQ-E1","Urms-E2","Umn-E2","Urmn-E2","Udc-E2","Uac-E2","Irms-E2","Imn-E2","Irmn-E2","Idc-E2","Iac-E2","P-E2","S-E2","Q-E2","PF-E2","DEG-E2","FU-E2","FI-E2","U+pk-E2","U-pk-E2","I+pk-E2","I-pk-E2","CfU-E2","CfI-E2","Time-E2","Wp-E2","Wp+-E2","Wp--E2","q-E2","q+-E2","q--E2","WS-E2","WQ-E2","eta1","eta2"
   58,  2026/03/18,12:01:18,131.10E+00,131.23E+00,118.15E+00,6.1927E-03,131.10E+00,2.3794E+00,2.3974E+00,2.1584E+00,1.0428E-03,2.3794E+00,-304.80E+00,311.93E+00,-66.313E+00,-0.9771E+00,-167.73E+00,49.991E+00,NAN,185.62E+00,-185.65E+00,3.4850E+00,-3.4907E+00,1.416E+00,1.467E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.810E+00,26.446E+00,23.810E+00,23.810E+00,0.000E+00,6.6356E+00,7.3699E+00,6.6353E+00,6.6353E+00,64.394E-03,157.99E+00,157.99E+00,1.5562E+00,1.0000E+00,0.56E+00,Error,NAN,23.909E+00,23.719E+00,6.7869E+00,6.4842E+00,1.004E+00,1.023E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   59,  2026/03/18,12:01:19,131.10E+00,131.23E+00,118.15E+00,6.4751E-03,131.10E+00,2.3836E+00,2.4016E+00,2.1622E+00,1.5205E-03,2.3836E+00,-305.36E+00,312.47E+00,-66.298E+00,-0.9772E+00,-167.75E+00,49.993E+00,NAN,185.62E+00,-185.65E+00,3.5002E+00,-3.4947E+00,1.416E+00,1.468E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.809E+00,26.446E+00,23.809E+00,23.809E+00,0.000E+00,6.6438E+00,7.3789E+00,6.6434E+00,6.6434E+00,72.555E-03,158.17E+00,158.18E+00,1.7494E+00,0.9999E+00,0.63E+00,Error,NAN,23.909E+00,23.712E+00,6.8367E+00,6.4831E+00,1.004E+00,1.029E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   60,  2026/03/18,12:01:19,131.17E+00,131.30E+00,118.21E+00,11.102E-03,131.17E+00,2.3834E+00,2.4016E+00,2.1622E+00,1.4568E-03,2.3834E+00,-305.52E+00,312.64E+00,-66.367E+00,-0.9772E+00,-167.74E+00,49.998E+00,NAN,185.78E+00,-185.71E+00,3.4992E+00,-3.4856E+00,1.416E+00,1.468E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.811E+00,26.447E+00,23.811E+00,23.811E+00,0.000E+00,6.6470E+00,7.3825E+00,6.6466E+00,6.6466E+00,66.378E-03,158.26E+00,158.27E+00,1.6026E+00,0.9999E+00,0.58E+00,Error,NAN,23.903E+00,23.719E+00,6.7890E+00,6.4770E+00,1.004E+00,1.021E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   61,  2026/03/18,12:01:19,131.09E+00,131.21E+00,118.13E+00,7.3100E-03,131.09E+00,2.3861E+00,2.4043E+00,2.1646E+00,2.3839E-03,2.3861E+00,-305.70E+00,312.79E+00,-66.212E+00,-0.9773E+00,-167.78E+00,49.991E+00,NAN,185.62E+00,-185.71E+00,3.4890E+00,-3.4876E+00,1.417E+00,1.462E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.808E+00,26.444E+00,23.808E+00,23.808E+00,0.000E+00,6.6683E+00,7.4064E+00,6.6681E+00,6.6681E+00,0.000E+00,158.76E+00,158.76E+00,1.1397E+00,1.0000E+00,0.41E+00,Error,NAN,23.909E+00,23.712E+00,6.7808E+00,6.4760E+00,1.004E+00,1.017E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   62,  2026/03/18,12:01:19,130.90E+00,131.02E+00,117.96E+00,15.803E-03,130.90E+00,2.3701E+00,2.3881E+00,2.1500E+00,1.6899E-03,2.3701E+00,-303.14E+00,310.24E+00,-65.971E+00,-0.9771E+00,-167.72E+00,49.987E+00,NAN,185.55E+00,-185.52E+00,3.4962E+00,-3.4825E+00,1.418E+00,1.475E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.811E+00,26.448E+00,23.811E+00,23.811E+00,0.000E+00,6.6068E+00,7.3381E+00,6.6066E+00,6.6066E+00,55.104E-03,157.31E+00,157.32E+00,1.3258E+00,1.0000E+00,0.48E+00,Error,NAN,23.909E+00,23.725E+00,6.7067E+00,6.4760E+00,1.004E+00,1.015E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   63,  2026/03/18,12:01:19,131.03E+00,131.15E+00,118.08E+00,3.0507E-03,131.03E+00,2.3692E+00,2.3869E+00,2.1489E+00,2.3374E-03,2.3692E+00,-303.30E+00,310.44E+00,-66.209E+00,-0.9770E+00,-167.69E+00,49.992E+00,NAN,185.71E+00,-185.65E+00,3.4931E+00,-3.4866E+00,1.417E+00,1.474E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.812E+00,26.448E+00,23.812E+00,23.812E+00,0.000E+00,6.5923E+00,7.3218E+00,6.5919E+00,6.5919E+00,68.024E-03,156.97E+00,156.97E+00,1.6364E+00,0.9999E+00,0.60E+00,Error,NAN,23.897E+00,23.719E+00,6.7209E+00,6.4557E+00,1.004E+00,1.020E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   64,  2026/03/18,12:01:20,131.18E+00,131.30E+00,118.22E+00,1.1800E-03,131.18E+00,2.3772E+00,2.3951E+00,2.1564E+00,1.5368E-03,2.3772E+00,-304.71E+00,311.84E+00,-66.319E+00,-0.9771E+00,-167.72E+00,49.986E+00,NAN,185.93E+00,-185.90E+00,3.5002E+00,-3.4846E+00,1.417E+00,1.472E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.811E+00,26.447E+00,23.811E+00,23.811E+00,0.000E+00,6.6208E+00,7.3536E+00,6.6206E+00,6.6206E+00,57.807E-03,157.64E+00,157.65E+00,1.3961E+00,1.0000E+00,0.51E+00,Error,NAN,23.903E+00,23.725E+00,6.7798E+00,6.4974E+00,1.004E+00,1.024E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   65,  2026/03/18,12:01:20,131.08E+00,131.21E+00,118.13E+00,1.8182E-03,131.08E+00,2.4222E+00,2.4410E+00,2.1977E+00,2.4460E-03,2.4222E+00,-310.57E+00,317.50E+00,-65.978E+00,-0.9782E+00,-168.01E+00,49.985E+00,NAN,185.74E+00,-185.65E+00,3.5510E+00,-3.5455E+00,1.417E+00,1.466E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.801E+00,26.436E+00,23.801E+00,23.801E+00,0.000E+00,6.8762E+00,7.6373E+00,6.8760E+00,6.8760E+00,0.000E+00,163.65E+00,163.66E+00,1.1784E+00,1.0000E+00,0.41E+00,Error,NAN,23.890E+00,23.693E+00,6.9556E+00,6.7209E+00,1.004E+00,1.012E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   66,  2026/03/18,12:01:20,131.03E+00,131.16E+00,118.09E+00,15.186E-03,131.03E+00,2.3986E+00,2.4169E+00,2.1760E+00,1.4047E-03,2.3986E+00,-307.29E+00,314.29E+00,-65.977E+00,-0.9777E+00,-167.88E+00,49.989E+00,NAN,185.71E+00,-185.59E+00,3.5358E+00,-3.5272E+00,1.417E+00,1.474E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.805E+00,26.441E+00,23.805E+00,23.805E+00,0.000E+00,6.7658E+00,7.5145E+00,6.7654E+00,6.7654E+00,71.736E-03,161.05E+00,161.06E+00,1.7304E+00,0.9999E+00,0.62E+00,Error,NAN,23.897E+00,23.719E+00,6.8763E+00,6.6406E+00,1.004E+00,1.016E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   67,  2026/03/18,12:01:20,130.91E+00,131.05E+00,117.98E+00,7.0034E-03,130.91E+00,2.4009E+00,2.4195E+00,2.1783E+00,1.9760E-03,2.4009E+00,-307.34E+00,314.32E+00,-65.842E+00,-0.9778E+00,-167.91E+00,49.985E+00,NAN,185.39E+00,-185.49E+00,3.5337E+00,-3.5292E+00,1.417E+00,1.472E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.804E+00,26.440E+00,23.804E+00,23.804E+00,0.000E+00,6.7793E+00,7.5295E+00,6.7789E+00,6.7789E+00,71.789E-03,161.37E+00,161.38E+00,1.7304E+00,0.9999E+00,0.61E+00,Error,NAN,23.890E+00,23.712E+00,6.8855E+00,6.6386E+00,1.004E+00,1.016E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   68,  2026/03/18,12:01:21,130.86E+00,131.00E+00,117.94E+00,6.3560E-03,130.86E+00,2.4072E+00,2.4260E+00,2.1842E+00,2.6024E-03,2.4072E+00,-308.06E+00,315.00E+00,-65.777E+00,-0.9780E+00,-167.95E+00,49.994E+00,NAN,185.17E+00,-185.24E+00,3.5449E+00,-3.5313E+00,1.416E+00,1.473E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.804E+00,26.439E+00,23.804E+00,23.804E+00,0.000E+00,6.8062E+00,7.5593E+00,6.8057E+00,6.8057E+00,81.284E-03,162.00E+00,162.01E+00,1.9551E+00,0.9999E+00,0.69E+00,Error,NAN,23.909E+00,23.719E+00,6.9627E+00,6.6467E+00,1.004E+00,1.023E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   69,  2026/03/18,12:01:21,131.17E+00,131.28E+00,118.19E+00,10.085E-03,131.17E+00,2.3667E+00,2.3844E+00,2.1467E+00,1.8878E-03,2.3667E+00,-303.31E+00,310.43E+00,-66.094E+00,-0.9771E+00,-167.71E+00,49.985E+00,NAN,185.71E+00,-185.78E+00,3.4880E+00,-3.4978E+00,1.416E+00,1.478E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.810E+00,26.447E+00,23.810E+00,23.810E+00,0.000E+00,6.6257E+00,7.3585E+00,6.6250E+00,6.6250E+00,94.661E-03,157.74E+00,157.76E+00,2.2810E+00,0.9999E+00,0.83E+00,Error,NAN,23.903E+00,23.706E+00,6.8144E+00,6.4638E+00,1.004E+00,1.028E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   70,  2026/03/18,12:01:22,131.01E+00,131.10E+00,118.03E+00,10.018E-03,131.01E+00,2.3733E+00,2.3912E+00,2.1528E+00,3.6218E-03,2.3733E+00,-303.85E+00,310.92E+00,-65.942E+00,-0.9773E+00,-167.76E+00,49.987E+00,NAN,185.68E+00,-185.81E+00,3.5104E+00,-3.5049E+00,1.418E+00,1.479E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.809E+00,26.446E+00,23.809E+00,23.809E+00,0.000E+00,6.6426E+00,7.3775E+00,6.6421E+00,6.6421E+00,76.347E-03,158.14E+00,158.16E+00,1.8366E+00,0.9999E+00,0.67E+00,Error,NAN,23.897E+00,23.719E+00,6.7930E+00,6.4801E+00,1.004E+00,1.023E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   71,  2026/03/18,12:01:22,131.17E+00,131.28E+00,118.19E+00,8.0338E-03,131.17E+00,2.3590E+00,2.3768E+00,2.1399E+00,-147.63E-06,2.3590E+00,-302.29E+00,309.42E+00,-66.032E+00,-0.9770E+00,-167.68E+00,50.000E+00,NAN,185.78E+00,-185.84E+00,3.4901E+00,-3.4937E+00,1.417E+00,1.481E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.813E+00,26.449E+00,23.813E+00,23.813E+00,0.000E+00,6.5627E+00,7.2889E+00,6.5623E+00,6.5623E+00,74.193E-03,156.27E+00,156.28E+00,1.7930E+00,0.9999E+00,0.66E+00,Error,NAN,23.903E+00,23.719E+00,6.6985E+00,6.4496E+00,1.004E+00,1.021E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   72,  2026/03/18,12:01:22,131.11E+00,131.24E+00,118.16E+00,-1.8843E-03,131.11E+00,2.3625E+00,2.3805E+00,2.1432E+00,220.36E-06,2.3625E+00,-302.63E+00,309.74E+00,-65.976E+00,-0.9771E+00,-167.70E+00,49.996E+00,NAN,185.62E+00,-185.65E+00,3.4941E+00,-3.4815E+00,1.416E+00,1.479E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.812E+00,26.449E+00,23.813E+00,23.813E+00,0.000E+00,6.5763E+00,7.3041E+00,6.5760E+00,6.5760E+00,64.008E-03,156.59E+00,156.60E+00,1.5411E+00,1.0000E+00,0.56E+00,Error,NAN,23.909E+00,23.706E+00,6.6874E+00,6.4760E+00,1.004E+00,1.017E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   73,  2026/03/18,12:01:23,131.05E+00,131.19E+00,118.11E+00,4.1169E-03,131.05E+00,2.3687E+00,2.3867E+00,2.1488E+00,1.8631E-03,2.3687E+00,-303.32E+00,310.42E+00,-65.995E+00,-0.9771E+00,-167.73E+00,49.989E+00,NAN,185.49E+00,-185.52E+00,3.5022E+00,-3.4917E+00,1.416E+00,1.479E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.811E+00,26.447E+00,23.811E+00,23.811E+00,0.000E+00,6.6111E+00,7.3424E+00,6.6105E+00,6.6105E+00,87.215E-03,157.40E+00,157.41E+00,2.1038E+00,0.9999E+00,0.77E+00,Error,NAN,23.903E+00,23.719E+00,6.7605E+00,6.4506E+00,1.004E+00,1.023E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   74,  2026/03/18,12:01:23,130.96E+00,131.09E+00,118.03E+00,8.9994E-03,130.96E+00,2.4108E+00,2.4297E+00,2.1875E+00,1.9671E-03,2.4108E+00,-308.84E+00,315.73E+00,-65.560E+00,-0.9782E+00,-168.02E+00,49.998E+00,NAN,185.33E+00,-185.40E+00,3.5500E+00,-3.5394E+00,1.416E+00,1.473E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.802E+00,26.437E+00,23.802E+00,23.802E+00,0.000E+00,6.8440E+00,7.6012E+00,6.8435E+00,6.8435E+00,79.935E-03,162.89E+00,162.90E+00,1.9228E+00,0.9999E+00,0.68E+00,Error,NAN,23.903E+00,23.712E+00,6.9769E+00,6.6975E+00,1.004E+00,1.019E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   75,  2026/03/18,12:01:23,130.98E+00,131.11E+00,118.04E+00,3.5779E-03,130.98E+00,2.3555E+00,2.3733E+00,2.1367E+00,-2.6829E-03,2.3555E+00,-301.44E+00,308.53E+00,-65.733E+00,-0.9770E+00,-167.70E+00,49.998E+00,NAN,185.39E+00,-185.43E+00,3.5388E+00,-3.5120E+00,1.416E+00,1.502E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.814E+00,26.451E+00,23.814E+00,23.814E+00,0.000E+00,6.5613E+00,7.2874E+00,6.5609E+00,6.5609E+00,71.095E-03,156.24E+00,156.25E+00,1.7139E+00,0.9999E+00,0.63E+00,Error,NAN,23.903E+00,23.706E+00,6.9383E+00,6.4567E+00,1.004E+00,1.057E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   76,  2026/03/18,12:01:23,131.01E+00,131.13E+00,118.06E+00,-6.1470E-03,131.01E+00,2.3613E+00,2.3795E+00,2.1423E+00,-412.05E-06,2.3613E+00,-302.30E+00,309.35E+00,-65.669E+00,-0.9772E+00,-167.74E+00,49.995E+00,NAN,185.39E+00,-185.36E+00,3.4799E+00,-3.4693E+00,1.415E+00,1.474E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.812E+00,26.449E+00,23.812E+00,23.812E+00,0.000E+00,6.5642E+00,7.2907E+00,6.5639E+00,6.5639E+00,61.298E-03,156.30E+00,156.31E+00,1.4784E+00,1.0000E+00,0.54E+00,Error,NAN,23.903E+00,23.719E+00,6.7097E+00,6.4770E+00,1.004E+00,1.022E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   77,  2026/03/18,12:01:24,131.04E+00,131.17E+00,118.09E+00,2.3110E-03,131.04E+00,2.4102E+00,2.4289E+00,2.1868E+00,-558.41E-06,2.4102E+00,-308.96E+00,315.84E+00,-65.536E+00,-0.9782E+00,-168.02E+00,49.995E+00,NAN,185.46E+00,-185.59E+00,3.5672E+00,-3.5546E+00,1.416E+00,1.480E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.802E+00,26.437E+00,23.802E+00,23.802E+00,0.000E+00,6.8352E+00,7.5913E+00,6.8345E+00,6.8345E+00,96.734E-03,162.67E+00,162.69E+00,2.3348E+00,0.9999E+00,0.82E+00,Error,NAN,23.884E+00,23.712E+00,7.0521E+00,6.7016E+00,1.003E+00,1.032E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   78,  2026/03/18,12:01:24,130.93E+00,131.05E+00,117.99E+00,1.6997E-03,130.93E+00,2.3664E+00,2.3844E+00,2.1467E+00,126.04E-06,2.3664E+00,-302.83E+00,309.84E+00,-65.529E+00,-0.9774E+00,-167.79E+00,49.999E+00,NAN,185.62E+00,-185.65E+00,3.5063E+00,-3.4957E+00,1.418E+00,1.482E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.810E+00,26.447E+00,23.810E+00,23.810E+00,0.000E+00,6.6085E+00,7.3398E+00,6.6081E+00,6.6081E+00,68.387E-03,157.34E+00,157.35E+00,1.6500E+00,0.9999E+00,0.60E+00,Error,NAN,23.903E+00,23.731E+00,6.7585E+00,6.4801E+00,1.004E+00,1.023E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   79,  2026/03/18,12:01:24,131.02E+00,131.12E+00,118.05E+00,736.98E-06,131.02E+00,2.3627E+00,2.3805E+00,2.1432E+00,-1.1943E-03,2.3627E+00,-302.54E+00,309.56E+00,-65.555E+00,-0.9773E+00,-167.77E+00,49.994E+00,NAN,185.65E+00,-185.68E+00,3.5083E+00,-3.4856E+00,1.417E+00,1.485E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.813E+00,26.449E+00,23.813E+00,23.813E+00,0.000E+00,6.5850E+00,7.3137E+00,6.5847E+00,6.5847E+00,68.527E-03,156.80E+00,156.81E+00,1.6530E+00,0.9999E+00,0.60E+00,Error,NAN,23.922E+00,23.719E+00,6.7676E+00,6.4760E+00,1.005E+00,1.028E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   80,  2026/03/18,12:01:24,131.07E+00,131.18E+00,118.11E+00,-3.9725E-03,131.07E+00,2.3653E+00,2.3831E+00,2.1456E+00,-1.0618E-03,2.3653E+00,-302.99E+00,310.02E+00,-65.638E+00,-0.9773E+00,-167.78E+00,49.999E+00,NAN,185.71E+00,-185.75E+00,3.5002E+00,-3.4937E+00,1.417E+00,1.480E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.811E+00,26.448E+00,23.811E+00,23.811E+00,0.000E+00,6.5886E+00,7.3175E+00,6.5881E+00,6.5881E+00,82.356E-03,156.87E+00,156.88E+00,1.9853E+00,0.9999E+00,0.72E+00,Error,NAN,23.903E+00,23.719E+00,6.7859E+00,6.4435E+00,1.004E+00,1.030E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   81,  2026/03/18,12:01:24,131.11E+00,131.24E+00,118.16E+00,-5.0437E-03,131.11E+00,2.3667E+00,2.3846E+00,2.1469E+00,-1.1069E-03,2.3667E+00,-303.27E+00,310.30E+00,-65.716E+00,-0.9773E+00,-167.77E+00,49.995E+00,NAN,185.65E+00,-185.68E+00,3.5063E+00,-3.4907E+00,1.416E+00,1.482E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.810E+00,26.447E+00,23.810E+00,23.810E+00,0.000E+00,6.5968E+00,7.3268E+00,6.5964E+00,6.5964E+00,70.799E-03,157.06E+00,157.07E+00,1.7116E+00,0.9999E+00,0.62E+00,Error,NAN,23.903E+00,23.719E+00,6.7859E+00,6.4842E+00,1.004E+00,1.029E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   82,  2026/03/18,12:01:25,130.88E+00,131.02E+00,117.96E+00,5.3857E-03,130.88E+00,2.4185E+00,2.4377E+00,2.1947E+00,484.31E-06,2.4185E+00,-309.74E+00,316.52E+00,-65.181E+00,-0.9786E+00,-168.12E+00,50.003E+00,NAN,185.33E+00,-185.36E+00,3.5347E+00,-3.5303E+00,1.416E+00,1.462E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.800E+00,26.435E+00,23.800E+00,23.800E+00,0.000E+00,6.8522E+00,7.6106E+00,6.8519E+00,6.8519E+00,58.038E-03,163.08E+00,163.08E+00,1.4024E+00,1.0000E+00,0.49E+00,Error,NAN,23.890E+00,23.706E+00,7.0165E+00,6.6772E+00,1.004E+00,1.024E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   83,  2026/03/18,12:01:25,130.95E+00,131.09E+00,118.02E+00,-9.1496E-03,130.95E+00,2.3782E+00,2.3966E+00,2.1577E+00,-617.95E-06,2.3782E+00,-304.49E+00,311.44E+00,-65.434E+00,-0.9777E+00,-167.87E+00,50.003E+00,NAN,185.43E+00,-185.43E+00,3.5165E+00,-3.5059E+00,1.416E+00,1.479E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.810E+00,26.446E+00,23.810E+00,23.810E+00,0.000E+00,6.6540E+00,7.3902E+00,6.6535E+00,6.6535E+00,77.611E-03,158.42E+00,158.43E+00,1.8776E+00,0.9999E+00,0.68E+00,Error,NAN,23.903E+00,23.719E+00,6.8306E+00,6.5116E+00,1.004E+00,1.027E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
   84,  2026/03/18,12:01:25,131.01E+00,131.13E+00,118.06E+00,4.2348E-03,131.01E+00,2.3663E+00,2.3845E+00,2.1468E+00,-1.5812E-03,2.3663E+00,-303.01E+00,310.00E+00,-65.457E+00,-0.9775E+00,-167.81E+00,49.993E+00,NAN,185.43E+00,-185.46E+00,3.4880E+00,-3.4775E+00,1.416E+00,1.474E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23.812E+00,26.449E+00,23.812E+00,23.812E+00,0.000E+00,6.5783E+00,7.3063E+00,6.5779E+00,6.5779E+00,64.453E-03,156.63E+00,156.64E+00,1.5506E+00,1.0000E+00,0.57E+00,Error,NAN,23.897E+00,23.725E+00,6.7270E+00,6.4801E+00,1.004E+00,1.023E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
