"Model","WT500 (760203)"
"Comment",""
"Version","1.31"
"Date","2026/04/21"
"Time","09:33:19"

"<Settings>"
"Wiring","NONE"
"Element","Element1","Element2","Element3"
"Module","1kV40A","1kV40A","1kV40A"
"Wiring","1P2W","1P2W","1P2W"
"Voltage Range","300V","300V","300V"
"Terminal","Direct","Direct","Direct"
"Current Range","     40A","     40A","     40A"
"Sensor Ratio","10.0000","10.0000","10.0000"
"Line Filter","Off","Off","Off"
"Frequency Filter","Off","Off","Off"
"Scaling","On"
"Vt Ratio","1.0000","1.0000","1.0000"
"Ct Ratio","1.0000","1.0000","1.0000"
"Scaling Factor","1.0000","1.0000","1.0000"
"Sync Source","U1","U1","U1"
"Average","Off"
"F1","Off"
"F2","Off"
"F3","Off"
"F4","Off"
"F5","Off"
"F6","Off"
"F7","Off"
"F8","Off"
"S,Q Formula","Type 1"
"Phase Angle","180 degree"
"Max Hold","Off"
"Null","Off"
"Measurement Mode","Normal Mode"
"Update Rate","100ms"
"Crest Factor","3"
"Delta Measure Mode","RMS"

"<Settings (Harmonics)>"
"PLL Source","U3"
"Order","1 To 50"
"THD Formula","Total"

"Store No.","Date","Time","Urms-E1","Umn-E1","Urmn-E1","Udc-E1","Uac-E1","Irms-E1","Imn-E1","Irmn-E1","Idc-E1","Iac-E1","P-E1","S-E1","Q-E1","PF-E1","DEG-E1","FU-E1","FI-E1","U+pk-E1","U-pk-E1","I+pk-E1","I-pk-E1","CfU-E1","CfI-E1","Time-E1","Wp-E1","Wp+-E1","Wp--E1","q-E1","q+-E1","q--E1","WS-E1","WQ-E1","Urms-E2","Umn-E2","Urmn-E2","Udc-E2","Uac-E2","Irms-E2","Imn-E2","Irmn-E2","Idc-E2","Iac-E2","P-E2","S-E2","Q-E2","PF-E2","DEG-E2","FU-E2","FI-E2","U+pk-E2","U-pk-E2","I+pk-E2","I-pk-E2","CfU-E2","CfI-E2","Time-E2","Wp-E2","Wp+-E2","Wp--E2","q-E2","q+-E2","q--E2","WS-E2","WQ-E2","eta1","eta2"
  117,  2026/04/21,09:28:33,0.00E+00,0.00E+00,0.00E+00,-12.087E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.0504E-03,0.000E+00,9.7841E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-454.48E-03,40.029E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.28E+00,236.77E+00,213.17E+00,37.429E-03,236.28E+00,0.000E+00,0.000E+00,0.000E+00,373.44E-06,0.000E+00,7.2771E-03,0.000E+03,0.000E+03,Error,Error,50.039E+00,NAN,343.84E+00,-344.06E+00,72.254E-03,-69.995E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  118,  2026/04/21,09:28:35,0.00E+00,0.00E+00,0.00E+00,-9.7251E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-786.26E-06,0.000E+00,-264.58E-09,0.000E+03,0.000E+03,Error,Error,Error,NAN,500.59E-03,-454.48E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.24E+00,236.69E+00,213.09E+00,86.968E-03,236.24E+00,0.000E+00,0.000E+00,0.000E+00,-34.836E-06,0.000E+00,2.3845E-03,0.000E+03,0.000E+03,Error,Error,50.041E+00,NAN,343.93E+00,-343.83E+00,72.254E-03,-64.914E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  119,  2026/04/21,09:28:37,0.00E+00,0.00E+00,0.00E+00,-15.795E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-756.95E-06,0.000E+00,16.171E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-454.48E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.87E+00,236.30E+00,212.75E+00,168.61E-03,235.87E+00,0.000E+00,0.000E+00,0.000E+00,-175.26E-06,0.000E+00,3.2349E-03,0.000E+03,0.000E+03,Error,Error,50.032E+00,NAN,343.30E+00,-343.29E+00,72.254E-03,-75.075E-03,1.455E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  120,  2026/04/21,09:28:39,0.00E+00,0.00E+00,0.00E+00,-8.8629E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-562.28E-06,0.000E+00,-2.0061E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,564.26E-03,-549.98E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.11E+00,236.56E+00,212.98E+00,160.02E-03,236.11E+00,0.000E+00,0.000E+00,0.000E+00,-222.32E-06,0.000E+00,-1.6660E+00,0.000E+03,0.000E+03,Error,Error,50.034E+00,NAN,343.81E+00,-343.77E+00,173.86E-03,-171.60E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  121,  2026/04/21,09:28:41,2.1136E+00,0.00E+00,0.00E+00,1.3644E+00,1.6143E+00,12.389E+00,8.9708E+00,8.0765E+00,8.0748E+00,9.3964E+00,26.167E+00,26.187E+00,-1.0070E+00,0.9993E+00,-2.20E+00,Error,NAN,3.6841E+00,-390.81E-03,19.641E+00,-25.986E-03,1.743E+00,1.585E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.97E+00,236.43E+00,212.86E+00,141.10E-03,235.97E+00,332.60E-03,0.000E+00,0.000E+00,2.9415E-03,332.59E-03,-50.064E+00,78.485E+00,-60.444E+00,-0.6379E+00,-129.63E+00,50.041E+00,NAN,343.65E+00,-343.61E+00,1.0375E+00,-1.1216E+00,1.456E+00,3.372E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  122,  2026/04/21,09:28:43,0.00E+00,0.00E+00,0.00E+00,-13.129E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.4969E-03,0.000E+00,3.8604E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-518.15E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.92E+00,236.42E+00,212.85E+00,142.86E-03,235.92E+00,0.000E+00,0.000E+00,0.000E+00,539.62E-06,0.000E+00,28.364E-03,0.000E+03,0.000E+03,Error,Error,50.027E+00,NAN,343.39E+00,-343.58E+00,72.254E-03,-64.914E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  123,  2026/04/21,09:28:45,0.00E+00,0.00E+00,0.00E+00,-12.482E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-812.16E-06,0.000E+00,15.415E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-422.64E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.20E+00,236.67E+00,213.08E+00,76.415E-03,236.20E+00,0.000E+00,0.000E+00,0.000E+00,1.7775E-06,0.000E+00,-82.140E-03,0.000E+03,0.000E+03,Error,Error,50.037E+00,NAN,343.65E+00,-343.67E+00,72.254E-03,-146.20E-03,1.455E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  124,  2026/04/21,09:28:47,0.00E+00,0.00E+00,0.00E+00,-9.7788E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.0478E-03,0.000E+00,1.9356E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-454.48E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.13E+00,236.67E+00,213.08E+00,4.0885E-03,236.13E+00,0.000E+00,0.000E+00,0.000E+00,177.52E-06,0.000E+00,38.759E-03,0.000E+03,0.000E+03,Error,Error,50.032E+00,NAN,343.58E+00,-343.61E+00,72.254E-03,-69.995E-03,1.455E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  125,  2026/04/21,09:28:49,0.00E+00,0.00E+00,0.00E+00,-14.207E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-945.92E-06,0.000E+00,16.080E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-422.64E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.05E+00,236.52E+00,212.94E+00,-58.218E-03,236.05E+00,0.000E+00,0.000E+00,0.000E+00,-183.37E-06,0.000E+00,38.575E-03,0.000E+03,0.000E+03,Error,Error,50.024E+00,NAN,343.39E+00,-343.36E+00,72.254E-03,-80.155E-03,1.455E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  126,  2026/04/21,09:28:51,0.00E+00,0.00E+00,0.00E+00,-9.2814E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-280.81E-06,0.000E+00,-1.7734E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-518.15E-03,34.951E-03,-41.220E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.32E+00,236.77E+00,213.17E+00,-73.761E-03,236.32E+00,0.000E+00,0.000E+00,0.000E+00,482.98E-06,0.000E+00,-1.7281E+00,0.000E+03,0.000E+03,Error,Error,50.032E+00,NAN,343.81E+00,-343.83E+00,173.86E-03,-166.52E-03,1.455E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  127,  2026/04/21,09:28:53,2.4320E+00,0.00E+00,0.00E+00,1.9484E+00,0.00E+00,15.839E+00,14.138E+00,12.728E+00,12.728E+00,9.4278E+00,38.506E+00,38.522E+00,-1.1017E+00,0.9996E+00,-1.64E+00,Error,NAN,3.4295E+00,-518.15E-03,20.428E+00,-20.908E-03,1.410E+00,1.290E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.78E+00,236.24E+00,212.69E+00,-182.64E-03,235.78E+00,441.91E-03,0.000E+00,0.000E+00,-16.555E-03,441.60E-03,-82.122E+00,104.19E+00,-64.128E+00,-0.7882E+00,-142.01E+00,50.017E+00,NAN,343.36E+00,-343.45E+00,1.0883E+00,-1.1115E+00,1.457E+00,2.515E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  128,  2026/04/21,09:28:55,0.00E+00,0.00E+00,0.00E+00,-8.9533E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-693.13E-06,0.000E+00,16.738E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-549.98E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.02E+00,236.47E+00,212.90E+00,-206.42E-03,236.02E+00,0.000E+00,0.000E+00,0.000E+00,-675.43E-06,0.000E+00,-550.08E-03,0.000E+03,0.000E+03,Error,Error,50.014E+00,NAN,343.52E+00,-343.58E+00,158.62E-03,-156.36E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  129,  2026/04/21,09:28:57,0.00E+00,0.00E+00,0.00E+00,-11.303E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-920.27E-06,0.000E+00,5.9017E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-518.15E-03,29.873E-03,-41.220E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.15E+00,236.65E+00,213.06E+00,-161.34E-03,236.15E+00,0.000E+00,0.000E+00,0.000E+00,-105.25E-06,0.000E+00,-339.46E-03,0.000E+03,0.000E+03,Error,Error,50.031E+00,NAN,343.93E+00,-343.83E+00,148.46E-03,-171.60E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  130,  2026/04/21,09:28:59,0.00E+00,0.00E+00,0.00E+00,-11.510E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-842.57E-06,0.000E+00,-5.6080E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,373.25E-03,-358.97E-03,29.873E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.97E+00,236.43E+00,212.86E+00,-208.82E-03,235.97E+00,0.000E+00,0.000E+00,0.000E+00,711.76E-06,0.000E+00,-180.44E-03,0.000E+03,0.000E+03,Error,Error,50.017E+00,NAN,344.03E+00,-343.96E+00,184.02E-03,-69.995E-03,1.458E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  131,  2026/04/21,09:29:01,0.00E+00,0.00E+00,0.00E+00,-14.183E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-501.93E-06,0.000E+00,4.0384E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,373.25E-03,-390.81E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.88E+00,236.34E+00,212.78E+00,-163.33E-03,235.88E+00,0.000E+00,0.000E+00,0.000E+00,136.21E-06,0.000E+00,-27.198E-03,0.000E+03,0.000E+03,Error,Error,50.022E+00,NAN,343.39E+00,-343.45E+00,67.174E-03,-69.995E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  132,  2026/04/21,09:29:03,0.00E+00,0.00E+00,0.00E+00,-11.419E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,401.75E-06,0.000E+00,-1.8905E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,373.25E-03,-390.81E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.11E+00,236.56E+00,212.98E+00,-150.08E-03,236.11E+00,0.000E+00,0.000E+00,0.000E+00,-124.40E-06,0.000E+00,-1.6910E+00,0.000E+03,0.000E+03,Error,Error,50.019E+00,NAN,344.00E+00,-343.96E+00,158.62E-03,-186.84E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  133,  2026/04/21,09:29:05,4.1993E+00,0.00E+00,0.00E+00,3.9033E+00,1.5486E+00,18.235E+00,18.840E+00,16.962E+00,16.962E+00,6.6948E+00,76.552E+00,76.577E+00,-1.9404E+00,0.9997E+00,-1.45E+00,Error,NAN,5.1167E+00,-295.30E-03,20.383E+00,-5.6734E-03,1.218E+00,1.118E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.73E+00,236.23E+00,212.68E+00,-86.307E-03,235.73E+00,582.84E-03,0.000E+00,0.000E+00,64.814E-03,579.22E-03,-111.44E+00,137.39E+00,-80.357E+00,-0.8111E+00,-144.21E+00,50.016E+00,NAN,343.74E+00,-343.83E+00,2.3381E+00,-1.1470E+00,1.459E+00,4.012E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  134,  2026/04/21,09:29:07,0.00E+00,0.00E+00,0.00E+00,-8.7368E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-865.65E-06,0.000E+00,11.334E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,341.41E-03,-358.97E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.89E+00,236.37E+00,212.81E+00,-73.158E-03,235.89E+00,0.000E+00,0.000E+00,0.000E+00,-460.12E-06,0.000E+00,-545.82E-03,0.000E+03,0.000E+03,Error,Error,50.016E+00,NAN,343.58E+00,-343.55E+00,158.62E-03,-176.68E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  135,  2026/04/21,09:29:09,0.00E+00,0.00E+00,0.00E+00,-8.5941E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.5249E-03,0.000E+00,-8.6025E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,373.25E-03,-358.97E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.97E+00,236.49E+00,212.92E+00,-23.194E-03,235.97E+00,0.000E+00,0.000E+00,0.000E+00,-464.52E-06,0.000E+00,-545.79E-03,0.000E+03,0.000E+03,Error,Error,50.012E+00,NAN,343.49E+00,-343.55E+00,163.70E-03,-166.52E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  136,  2026/04/21,09:29:11,0.00E+00,0.00E+00,0.00E+00,-11.103E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.3014E-03,0.000E+00,613.80E-09,0.000E+03,0.000E+03,Error,Error,Error,NAN,341.41E-03,-390.81E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.05E+00,236.61E+00,213.02E+00,28.225E-03,236.05E+00,0.000E+00,0.000E+00,0.000E+00,251.62E-06,0.000E+00,-535.91E-03,0.000E+03,0.000E+03,Error,Error,50.014E+00,NAN,343.71E+00,-343.71E+00,158.62E-03,-146.20E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  137,  2026/04/21,09:29:13,0.00E+00,0.00E+00,0.00E+00,-10.015E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-711.94E-06,0.000E+00,-9.9712E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,341.41E-03,-358.97E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.10E+00,236.63E+00,213.04E+00,86.210E-03,236.10E+00,0.000E+00,0.000E+00,0.000E+00,526.20E-06,0.000E+00,-444.39E-03,0.000E+03,0.000E+03,Error,Error,50.014E+00,NAN,343.71E+00,-343.64E+00,148.46E-03,-171.60E-03,1.456E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  138,  2026/04/21,09:29:15,0.00E+00,0.00E+00,0.00E+00,-8.0097E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-126.18E-06,0.000E+00,254.56E-09,0.000E+03,0.000E+03,Error,Error,Error,NAN,373.25E-03,-390.81E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.03E+00,236.53E+00,212.95E+00,107.62E-03,236.03E+00,0.000E+00,0.000E+00,0.000E+00,106.56E-06,0.000E+00,-1.7197E+00,0.000E+03,0.000E+03,Error,Error,50.018E+00,NAN,343.68E+00,-343.90E+00,184.02E-03,-176.68E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  139,  2026/04/21,09:29:17,4.1840E+00,0.00E+00,0.00E+00,4.0099E+00,0.00E+00,18.201E+00,19.389E+00,17.456E+00,17.456E+00,5.1546E+00,76.200E+00,76.152E+00,0.000E+03,1.0000E+00,0.00E+00,Error,NAN,4.9257E+00,-327.14E-03,19.560E+00,-36.142E-03,1.177E+00,1.075E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.70E+00,236.20E+00,212.65E+00,157.86E-03,235.70E+00,497.22E-03,0.000E+00,0.000E+00,8.9316E-03,497.14E-03,-100.50E+00,117.19E+00,-60.279E+00,-0.8576E+00,-149.05E+00,50.024E+00,NAN,343.52E+00,-343.64E+00,1.3322E+00,-1.0911E+00,1.458E+00,2.679E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  140,  2026/04/21,09:29:19,0.00E+00,0.00E+00,0.00E+00,-8.7084E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-852.70E-06,0.000E+00,-15.323E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,309.58E-03,-358.97E-03,40.029E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.96E+00,236.45E+00,212.88E+00,190.21E-03,235.96E+00,0.000E+00,0.000E+00,0.000E+00,-466.20E-06,0.000E+00,-560.01E-03,0.000E+03,0.000E+03,Error,Error,50.023E+00,NAN,343.68E+00,-343.71E+00,148.46E-03,-161.44E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  141,  2026/04/21,09:29:21,0.00E+00,0.00E+00,0.00E+00,-10.895E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.0755E-03,0.000E+00,7.2603E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,341.41E-03,-358.97E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,236.00E+00,236.48E+00,212.91E+00,200.24E-03,236.00E+00,0.000E+00,0.000E+00,0.000E+00,-262.40E-06,0.000E+00,-521.32E-03,0.000E+03,0.000E+03,Error,Error,50.026E+00,NAN,343.93E+00,-343.96E+00,163.70E-03,-161.44E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  142,  2026/04/21,09:29:23,0.00E+00,0.00E+00,0.00E+00,-11.529E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-1.1686E-03,0.000E+00,16.597E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-454.48E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.81E+00,236.28E+00,212.73E+00,300.41E-03,235.81E+00,0.000E+00,0.000E+00,0.000E+00,-391.40E-06,0.000E+00,-546.54E-03,0.000E+03,0.000E+03,Error,Error,50.007E+00,NAN,343.58E+00,-343.58E+00,153.54E-03,-171.60E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  143,  2026/04/21,09:29:25,0.00E+00,0.00E+00,0.00E+00,-13.057E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-801.53E-06,0.000E+00,8.9069E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,309.58E-03,-390.81E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.82E+00,236.28E+00,212.73E+00,300.17E-03,235.82E+00,0.000E+00,0.000E+00,0.000E+00,123.29E-06,0.000E+00,-664.39E-03,0.000E+03,0.000E+03,Error,Error,50.014E+00,NAN,343.55E+00,-343.64E+00,163.70E-03,-176.68E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  144,  2026/04/21,09:29:27,0.00E+00,0.00E+00,0.00E+00,-8.3640E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-6.8302E-06,0.000E+00,-13.763E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,373.25E-03,-358.97E-03,34.951E-03,-41.220E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.85E+00,236.33E+00,212.77E+00,292.01E-03,235.85E+00,0.000E+00,0.000E+00,0.000E+00,-69.507E-06,0.000E+00,-1.7182E+00,0.000E+03,0.000E+03,Error,Error,50.010E+00,NAN,343.49E+00,-343.52E+00,178.94E-03,-176.68E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  145,  2026/04/21,09:29:29,3.7213E+00,0.00E+00,0.00E+00,3.0901E+00,2.0735E+00,16.171E+00,14.947E+00,13.457E+00,13.454E+00,8.9703E+00,60.236E+00,60.176E+00,0.000E+03,1.0000E+00,0.00E+00,Error,NAN,5.0849E+00,-358.97E-03,20.393E+00,-36.142E-03,1.366E+00,1.261E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.74E+00,236.22E+00,212.67E+00,212.03E-03,235.74E+00,521.26E-03,0.000E+00,0.000E+00,-69.889E-03,516.55E-03,-82.121E+00,122.88E+00,-91.414E+00,-0.6683E+00,-131.93E+00,50.020E+00,NAN,343.81E+00,-343.80E+00,1.1391E+00,-2.3968E+00,1.458E+00,4.598E+00,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  146,  2026/04/21,09:29:31,0.00E+00,0.00E+00,0.00E+00,-9.1876E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-921.18E-06,0.000E+00,-14.549E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,468.75E-03,-486.31E-03,29.873E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.94E+00,236.41E+00,212.84E+00,210.28E-03,235.94E+00,0.000E+00,0.000E+00,0.000E+00,776.86E-06,0.000E+00,-500.10E-03,0.000E+03,0.000E+03,Error,Error,50.022E+00,NAN,343.68E+00,-343.87E+00,158.62E-03,-161.44E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  147,  2026/04/21,09:29:33,0.00E+00,0.00E+00,0.00E+00,-11.525E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-675.34E-06,0.000E+00,2.4686E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,341.41E-03,-390.81E-03,34.951E-03,-36.142E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.93E+00,236.40E+00,212.84E+00,193.92E-03,235.93E+00,0.000E+00,0.000E+00,0.000E+00,-181.29E-06,0.000E+00,-530.36E-03,0.000E+03,0.000E+03,Error,Error,50.016E+00,NAN,343.68E+00,-343.67E+00,163.70E-03,-146.20E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
  148,  2026/04/21,09:29:35,0.00E+00,0.00E+00,0.00E+00,-8.5846E-03,0.00E+00,0.000E+00,0.000E+00,0.000E+00,-970.24E-06,0.000E+00,17.865E-06,0.000E+03,0.000E+03,Error,Error,Error,NAN,436.92E-03,-390.81E-03,34.951E-03,-31.064E-03,Error,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,235.89E+00,236.34E+00,212.78E+00,182.72E-03,235.89E+00,0.000E+00,0.000E+00,0.000E+00,-401.32E-06,0.000E+00,-522.78E-03,0.000E+03,0.000E+03,Error,Error,50.014E+00,NAN,343.58E+00,-343.58E+00,163.70E-03,-166.52E-03,1.457E+00,Error,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
